policy_seed,terrain_seed,ret
3,123,1.4655905446633
3,124,38.03276410479489
3,125,26.863604187023228
3,126,6.168032164520952
3,127,-86.56489517274723
3,128,-98.37302194879095
3,129,200.97853184222276
3,130,25.967420078398433
3,131,52.69450320743505
3,132,255.02356392459183
3,133,22.667461438277556
3,134,36.04423217173266
3,135,49.70314948428123
3,136,129.08454016110932
3,137,-144.38790938136805
3,138,40.06504950212806
3,139,-9.226037971825363
3,140,12.979648851636718
3,141,37.403690229783564
3,142,29.067968918345684
3,143,198.5278419289276
3,144,54.420822933547754
3,145,4.884651611049321
3,146,4.383890073638009
3,147,55.90427212861593
3,148,-68.20504518766549
3,149,-99.94522754752745
3,150,-102.44921349096347
3,151,7.34953989829728
3,152,-109.29048655925072
3,153,35.305212372872774
3,154,-86.63711616805578
3,155,19.671941443834484
3,156,210.81142843320225
3,157,-1.2335312391717537
3,158,23.95045252283944
3,159,53.480378476575595
3,160,1.0000613688595763
3,161,-79.86799444761371
3,162,-39.62434737967436
3,163,6.3210162455159775
3,164,226.9840056607354
3,165,-3.053938077770468
3,166,-4.202039890201874
3,167,21.13457320737946
3,168,58.078603037258546
3,169,-11.435731782697147
3,170,37.77220014355936
3,171,6.991202345525707
3,172,221.41589763018484
3,173,-88.20456863700662
3,174,165.45531495271456
3,175,-113.39152979833935
3,176,35.82028714104328
3,177,41.11286486280292
3,178,-71.61161139683948
3,179,-4.392455680172432
3,180,-1.8958158454542513
3,181,11.480721478348585
3,182,-107.32263288903503
3,183,-201.7222440593361
3,184,11.509577209852907
3,185,-82.60670748770119
3,186,-4.914765322482836
3,187,-166.85853908180133
3,188,49.167705610015815
3,189,17.428352070894547
3,190,164.96060119035778
3,191,47.59825468277066
3,192,26.792749108426364
3,193,33.1662437365851
3,194,-22.48915589826774
3,195,-80.64342614671918
3,196,-0.5704153580051923
3,197,58.53099138191109
3,198,-181.1578870392072
3,199,-49.45776225467295
3,200,51.70749545122021
